Start Time,Duration,Speaker,Character Count,Word Count
00:00:00.240,1s,George Churchwell,17,3
00:00:01.870,2s,George Churchwell,24,4
00:00:04.080,4s,George Churchwell,61,11
00:00:09.030,10s,George Churchwell,175,31
00:00:19.630,4s,George Churchwell,54,11
00:00:24.300,4s,George Churchwell,67,15
00:00:28.570,12s,George Churchwell,183,35
00:00:40.690,2s,George Churchwell,37,8
00:00:43.370,7s,George Churchwell,129,21
00:00:50.980,4s,George Churchwell,66,13
00:00:55.210,3s,George Churchwell,57,12
00:00:59.440,5s,George Churchwell,83,20
00:01:04.989,5s,George Churchwell,72,12
00:01:09.900,2s,George Churchwell,26,6
00:01:11.930,9s,George Churchwell,90,21
00:01:21.280,10s,George Churchwell,156,30
00:01:31.970,10s,George Churchwell,143,26
00:01:42.440,3s,George Churchwell,39,6
00:01:47.320,3s,George Churchwell,32,5
00:01:50.500,9s,George Churchwell,142,31
00:02:00.970,4s,George Churchwell,58,11
00:02:04.530,3s,George Churchwell,43,9
00:02:07.970,11s,David Mantica--Co-host!!!,182,33
00:02:19.270,4s,George Churchwell,60,12
00:02:24.070,9s,George Churchwell,110,23
00:02:33.490,14s,George Churchwell,214,44
00:02:47.450,1s,George Churchwell,15,4
00:02:50.220,1s,David Mantica--Co-host!!!,7,2
00:02:51.470,6s,George Churchwell,86,16
00:02:57.170,0s,David Mantica--Co-host!!!,4,1
00:02:57.800,2s,George Churchwell,19,5
00:02:59.690,3s,George Churchwell,36,8
00:03:02.680,5s,George Churchwell,46,9
00:03:08.500,10s,George Churchwell,98,21
00:03:18.640,4s,George Churchwell,58,14
00:03:23.710,4s,George Churchwell,64,12
00:03:27.550,10s,George Churchwell,139,25
00:03:38.390,1s,George Churchwell,2,1
00:03:40.050,2s,George Churchwell,30,7
00:03:42.510,8s,George Churchwell,137,30
00:03:50.690,4s,George Churchwell,70,16
00:03:55.060,4s,George Churchwell,76,15
00:04:00.010,1s,George Churchwell,8,2
00:04:02.590,5s,George Churchwell,75,16
00:04:07.550,3s,George Churchwell,49,11
00:04:10.980,4s,George Churchwell,49,11
00:04:15.050,10s,George Churchwell,152,30
00:04:25.470,5s,George Churchwell,71,16
00:04:30.890,8s,George Churchwell,130,29
00:04:39.570,12s,George Churchwell,213,45
00:04:51.940,5s,David Mantica--Co-host!!!,89,18
00:04:56.960,7s,George Churchwell,128,24
00:05:04.050,7s,George Churchwell,108,20
00:05:11.450,5s,George Churchwell,76,15
00:05:16.080,2s,George Churchwell,30,4
00:05:18.760,5s,George Churchwell,67,13
00:05:25.230,10s,George Churchwell,142,26
00:05:35.460,9s,George Churchwell,88,16
00:05:44.860,15s,George Churchwell,194,39
00:06:00.050,7s,George Churchwell,79,17
00:06:07.740,11s,George Churchwell,161,32
00:06:19.230,2s,George Churchwell,32,6
00:06:22.100,2s,George Churchwell,17,3
00:06:24.060,1s,George Churchwell,21,4
00:06:28.580,2s,George Churchwell,42,8
00:06:30.790,6s,David Mantica--Co-host!!!,90,17
00:06:37.000,4s,David Mantica--Co-host!!!,84,19
00:06:41.900,6s,George Churchwell,92,19
00:06:48.250,20s,George Churchwell,334,68
00:07:09.030,11s,George Churchwell,155,25
00:07:20.920,13s,George Churchwell,176,36
00:07:33.300,4s,George Churchwell,40,9
00:07:37.370,2s,George Churchwell,32,5
00:07:40.340,6s,George Churchwell,108,20
00:07:46.500,16s,George Churchwell,250,51
00:08:02.720,12s,George Churchwell,159,31
00:08:14.920,13s,George Churchwell,173,33
00:08:28.270,2s,George Churchwell,7,2
00:08:30.370,3s,George Churchwell,35,8
00:08:34.110,4s,George Churchwell,73,14
00:08:38.350,2s,George Churchwell,29,6
00:08:40.940,16s,George Churchwell,214,40
00:08:56.720,3s,George Churchwell,45,9
00:09:00.150,1s,George Churchwell,5,1
00:09:01.580,1s,George Churchwell,5,1
00:09:03.710,6s,George Churchwell,79,15
00:09:09.900,17s,George Churchwell,269,55
00:09:26.760,3s,George Churchwell,31,6
00:09:29.410,2s,George Churchwell,8,2
00:09:31.410,1s,George Churchwell,2,1
00:09:32.670,3s,George Churchwell,32,7
00:09:35.790,4s,George Churchwell,67,14
00:09:39.910,3s,George Churchwell,43,10
00:09:43.330,6s,George Churchwell,84,17
00:09:49.540,6s,George Churchwell,83,17
00:09:56.530,8s,George Churchwell,127,24
00:10:04.240,4s,George Churchwell,71,12
00:10:08.690,2s,George Churchwell,16,3
00:10:11.390,3s,George Churchwell,35,6
00:10:15.400,2s,George Churchwell,36,6
00:10:18.240,3s,George Churchwell,56,12
00:10:22.420,8s,George Churchwell,110,22
00:10:31.390,2s,George Churchwell,9,3
00:10:33.830,4s,George Churchwell,24,4
00:10:38.450,4s,George Churchwell,54,11
00:10:43.450,11s,David Mantica--Co-host!!!,193,36
00:10:55.220,2s,David Mantica--Co-host!!!,30,5
00:10:57.730,7s,David Mantica--Co-host!!!,129,22
00:11:04.180,2s,David Mantica--Co-host!!!,24,4
00:11:06.410,4s,George Churchwell,52,11
00:11:10.380,10s,George Churchwell,161,31
00:11:21.510,11s,George Churchwell,189,41
00:11:32.920,5s,George Churchwell,88,19
00:11:38.110,5s,George Churchwell,49,10
00:11:43.840,6s,George Churchwell,91,19
00:11:50.180,1s,George Churchwell,17,4
00:11:52.020,4s,George Churchwell,93,20
00:11:57.010,2s,George Churchwell,23,5
00:11:59.490,16s,George Churchwell,282,51
00:12:16.040,5s,George Churchwell,97,19
00:12:21.860,2s,George Churchwell,26,6
00:12:23.790,5s,George Churchwell,87,21
00:12:28.650,5s,George Churchwell,35,7
00:12:33.330,2s,George Churchwell,24,5
00:12:35.740,4s,George Churchwell,58,11
00:12:40.010,2s,George Churchwell,21,4
00:12:42.450,5s,George Churchwell,80,17
00:12:49.232,2s,George Churchwell,35,4
00:12:52.040,9s,George Churchwell,122,19
00:13:02.190,9s,George Churchwell,116,21
00:13:11.730,2s,George Churchwell,30,6
00:13:14.670,1s,George Churchwell,3,1
00:13:15.870,6s,George Churchwell,87,19
00:13:21.890,10s,George Churchwell,147,30
00:13:31.300,5s,George Churchwell,78,15
00:13:36.770,4s,George Churchwell,46,9
00:13:41.860,2s,George Churchwell,13,3
00:13:44.010,2s,George Churchwell,18,4
00:13:47.070,2s,George Churchwell,19,4
00:13:49.610,2s,George Churchwell,8,2
00:13:51.260,3s,George Churchwell,32,6
00:13:54.670,3s,George Churchwell,31,7
00:13:57.890,5s,George Churchwell,58,14
00:14:04.620,2s,George Churchwell,23,5
00:14:07.650,2s,George Churchwell,22,4
00:14:11.300,2s,George Churchwell,24,6
00:14:14.210,2s,George Churchwell,14,2
00:14:16.550,2s,George Churchwell,16,4
00:14:18.530,3s,George Churchwell,32,7
00:14:21.760,8s,George Churchwell,109,22
00:14:29.560,5s,George Churchwell,93,16
00:14:34.660,2s,George Churchwell,25,6
00:14:37.240,3s,George Churchwell,43,8
00:14:40.600,2s,George Churchwell,24,4
00:14:44.000,1s,George Churchwell,4,1
00:14:45.320,2s,George Churchwell,17,3
00:14:48.150,2s,George Churchwell,38,8
00:14:52.260,2s,George Churchwell,26,5
00:14:54.630,1s,George Churchwell,6,2
00:14:56.730,3s,George Churchwell,24,5
00:15:00.230,2s,George Churchwell,32,7
00:15:02.910,2s,George Churchwell,16,4
00:15:04.800,6s,George Churchwell,91,17
00:15:10.830,4s,George Churchwell,69,14
00:15:14.890,3s,George Churchwell,34,7
00:15:17.940,5s,George Churchwell,49,10
00:15:23.360,3s,George Churchwell,37,7
00:15:27.170,6s,George Churchwell,60,12
00:15:34.910,3s,George Churchwell,39,6
00:15:38.030,2s,George Churchwell,27,4
00:15:40.840,5s,George Churchwell,59,10
00:15:46.480,3s,George Churchwell,25,6
00:15:49.340,2s,George Churchwell,3,1
00:15:51.610,3s,George Churchwell,22,4
00:15:54.290,3s,George Churchwell,18,4
00:15:57.760,4s,George Churchwell,49,9
00:16:01.570,4s,George Churchwell,42,9
00:16:08.150,1s,George Churchwell,26,4
00:16:11.850,1s,David Mantica--Co-host!!!,14,3
00:16:13.520,8s,David Mantica--Co-host!!!,143,27
00:16:21.120,1s,David Mantica--Co-host!!!,20,4
00:16:22.710,2s,George - PMI Emerald Coast Fl,32,6
00:16:25.140,0s,George Churchwell,4,1
00:16:25.840,8s,George - PMI Emerald Coast Fl,108,24
00:16:33.760,5s,George - PMI Emerald Coast Fl,74,14
00:16:38.610,2s,George Churchwell,24,5
00:16:41.180,2s,George Churchwell,35,7
00:16:43.360,2s,George Churchwell,15,4
00:16:46.760,2s,George Churchwell,7,2
00:16:49.170,1s,George Churchwell,3,1
00:16:51.090,1s,George Churchwell,9,2
00:16:52.090,1s,David Mantica--Co-host!!!,34,8
00:16:53.780,2s,George Churchwell,15,3
00:16:55.870,3s,David Mantica--Co-host!!!,73,14
00:17:02.816,2s,George Churchwell,15,2
00:17:05.369,1s,George Churchwell,7,2
00:17:06.670,2s,George Churchwell,13,2
00:17:09.180,2s,George Churchwell,31,8
00:17:12.460,2s,George Churchwell,36,8
00:17:17.020,2s,George Churchwell,40,9
00:17:22.680,2s,George Churchwell,20,5
00:17:27.569,5s,George Churchwell,65,12
00:17:33.580,3s,George Churchwell,19,4
00:17:36.220,2s,George Churchwell,40,9
00:17:40.810,1s,George - PMI Emerald Coast Fl,5,1
00:17:42.090,1s,George Churchwell,12,3
00:17:43.740,1s,George Churchwell,11,3
00:17:45.000,5s,George Churchwell,60,13
00:17:51.260,1s,George - PMI Emerald Coast Fl,18,3
00:17:52.460,11s,George Churchwell,154,31
00:18:03.450,3s,George Churchwell,49,10
00:18:07.040,2s,George Churchwell,28,8
00:18:09.570,4s,George Churchwell,43,7
00:18:13.570,10s,George Churchwell,108,18
00:18:23.620,4s,George Churchwell,31,7
00:18:27.670,1s,George Churchwell,11,3
00:18:29.010,1s,George Churchwell,15,4
00:18:31.850,3s,George Churchwell,45,10
00:18:35.836,1s,George Churchwell,6,1
00:18:37.450,1s,George Churchwell,11,1
00:18:43.180,2s,George Churchwell,27,5
00:18:48.030,4s,George Churchwell,76,16
00:18:53.990,3s,George Churchwell,20,5
00:18:56.960,1s,George Churchwell,2,1
00:19:01.360,7s,George Churchwell,100,22
00:19:09.380,1s,George - PMI Emerald Coast Fl,23,4
00:19:17.530,1s,George Churchwell,19,2
00:19:21.360,11s,George - PMI Emerald Coast Fl,189,34
00:19:32.580,5s,George - PMI Emerald Coast Fl,75,15
00:19:37.820,3s,George Churchwell,32,7
00:19:41.312,2s,George Churchwell,13,3
00:19:43.870,2s,George Churchwell,12,2
00:19:45.710,3s,George Churchwell,29,5
00:19:48.780,2s,George Churchwell,15,4
00:19:51.190,8s,George Churchwell,124,25
00:20:00.090,2s,George Churchwell,30,7
00:20:03.620,2s,George Churchwell,14,3
00:20:05.450,1s,George Churchwell,11,2
00:20:07.250,8s,George Churchwell,104,20
00:20:15.730,7s,George Churchwell,97,19
00:20:22.790,4s,George Churchwell,39,8
00:20:26.910,8s,George Churchwell,107,19
00:20:35.340,2s,George Churchwell,18,4
00:20:38.190,8s,George Churchwell,101,19
00:20:47.260,2s,George Churchwell,37,8
00:20:49.790,5s,George Churchwell,94,17
00:20:55.060,2s,George Churchwell,18,4
00:20:57.940,3s,George Churchwell,21,3
00:21:01.130,1s,George Churchwell,22,3
00:21:05.860,1s,George - PMI Emerald Coast Fl,10,2
00:21:08.430,2s,George Churchwell,32,5
00:21:10.210,17s,David Mantica--Co-host!!!,291,57
00:21:27.290,3s,David Mantica--Co-host!!!,56,11
00:21:30.450,6s,Lara Hill,80,14
00:21:37.030,2s,David Mantica--Co-host!!!,14,2
00:21:39.820,9s,George Churchwell,133,23
00:21:48.970,8s,George Churchwell,70,15
00:21:56.110,1s,George Churchwell,22,4
00:21:57.300,2s,David Mantica--Co-host!!!,83,16
00:21:59.940,2s,George Churchwell,15,3
00:22:01.390,8s,George Churchwell,105,24
00:22:10.030,5s,George Churchwell,101,20
00:22:16.110,8s,Lara Hill,114,21
00:22:24.550,5s,Lara Hill,74,10
00:22:29.880,25s,Lara Hill,465,88
00:22:55.080,15s,Lara Hill,235,48
00:23:10.910,2s,David Mantica--Co-host!!!,23,4
00:23:13.175,1s,Cris Casey,12,3
00:23:15.350,0s,Michael Wolf,5,1
00:23:15.980,2s,Cris Casey,19,4
00:23:17.150,1s,Lara Hill,31,5
00:23:18.780,1s,Michael Wolf,13,2
00:23:19.980,2s,Lara Hill,35,7
00:23:21.670,6s,Cris Casey,49,9
00:23:27.730,2s,David Mantica--Co-host!!!,30,6
00:23:29.480,0s,Cris Casey,4,1
00:23:29.870,1s,Michael Wolf,3,1
00:23:30.270,1s,George Churchwell,15,4
00:23:31.200,6s,Cris Casey,70,14
00:23:37.620,1s,Cris Casey,5,1
00:23:38.610,24s,Cris Casey,330,57
00:24:02.660,8s,Cris Casey,99,19
00:24:11.330,5s,Cris Casey,90,16
00:24:17.350,1s,Cris Casey,5,1
00:24:18.570,3s,Cris Casey,28,6
00:24:21.500,4s,Cris Casey,27,6
00:24:25.460,7s,Cris Casey,75,14
00:24:32.460,2s,Cris Casey,8,2
00:24:34.730,9s,Cris Casey,145,27
00:24:44.190,2s,Cris Casey,24,3
00:24:46.500,10s,Cris Casey,79,13
00:24:56.080,6s,Cris Casey,67,12
00:25:02.900,4s,Cris Casey,33,6
00:25:06.970,3s,Cris Casey,28,7
00:25:10.030,1s,Cris Casey,23,6
00:25:11.720,2s,George Churchwell,25,4
00:25:13.280,0s,Michael Wolf,17,2
00:25:13.930,2s,Cris Casey,14,4
00:25:15.710,1s,Michael Wolf,5,1
00:25:16.100,3s,Cris Casey,38,9
00:25:19.280,1s,George Churchwell,13,3
00:25:20.280,0s,Cris Casey,14,2
00:25:20.910,5s,David Mantica--Co-host!!!,80,14
00:25:25.060,0s,George Churchwell,13,3
00:25:25.770,2s,Cris Casey,27,4
00:25:27.770,14s,George Churchwell,202,33
00:25:41.880,7s,George Churchwell,88,19
00:25:48.330,19s,George Churchwell,297,55
00:26:07.702,3s,George Churchwell,46,10
00:26:10.930,2s,Cris Casey,18,2
00:26:12.480,9s,George Churchwell,153,30
00:26:22.220,22s,George Churchwell,389,74
00:26:45.320,3s,George Churchwell,48,9
00:26:48.370,1s,David Mantica--Co-host!!!,5,1
00:26:49.080,1s,George Churchwell,13,3
00:26:50.120,2s,David Mantica--Co-host!!!,34,6
00:26:52.330,2s,Michael Wolf,26,4
00:26:54.020,8s,David Mantica--Co-host!!!,99,18
00:27:02.520,0s,George Churchwell,3,1
00:27:03.080,22s,David Mantica--Co-host!!!,393,73
00:27:25.890,13s,George Churchwell,198,40
00:27:38.160,4s,George Churchwell,69,14
00:27:42.340,8s,George Churchwell,130,26
00:27:50.130,13s,David Mantica--Co-host!!!,229,41
00:28:03.940,5s,Loyd Thompson,71,15
00:28:08.970,8s,Loyd Thompson,137,28
00:28:17.270,5s,Loyd Thompson,92,18
00:28:23.860,7s,Loyd Thompson,104,18
00:28:31.790,4s,Loyd Thompson,65,9
00:28:35.850,4s,Loyd Thompson,40,8
00:28:39.800,6s,Loyd Thompson,85,13
00:28:45.230,0s,George Churchwell,5,1
00:28:46.250,10s,Loyd Thompson,134,23
00:28:57.140,4s,Loyd Thompson,35,7
00:29:01.890,2s,Loyd Thompson,15,4
00:29:03.740,4s,Loyd Thompson,44,9
00:29:07.640,11s,Loyd Thompson,161,28
00:29:19.490,5s,Loyd Thompson,44,9
00:29:24.120,25s,Loyd Thompson,392,75
00:29:50.460,1s,Loyd Thompson,15,4
00:29:51.920,3s,David Mantica--Co-host!!!,68,13
00:29:54.820,1s,George Churchwell,4,1
00:29:56.920,3s,Loyd Thompson,62,10
00:29:59.810,6s,Loyd Thompson,93,18
00:30:05.600,3s,George Churchwell,40,8
00:30:11.720,1s,Loyd Thompson,9,2
00:30:12.750,1s,Michael Wolf,11,2
00:30:13.660,4s,George Churchwell,62,12
00:30:17.620,10s,George Churchwell,152,27
00:30:27.970,15s,David Mantica--Co-host!!!,246,49
00:30:42.720,4s,David Mantica--Co-host!!!,44,10
00:30:47.000,22s,David Mantica--Co-host!!!,355,62
00:31:09.680,3s,David Mantica--Co-host!!!,47,9
00:31:12.240,7s,David Mantica--Co-host!!!,141,27
00:31:19.940,6s,Cris Casey,52,8
00:31:25.360,11s,Cris Casey,93,17
00:31:36.960,15s,Cris Casey,169,34
00:31:51.190,15s,Cris Casey,200,42
00:32:06.910,25s,Cris Casey,361,68
00:32:31.700,12s,Cris Casey,129,26
00:32:43.380,7s,George Churchwell,123,22
00:32:50.600,7s,George Churchwell,117,23
00:32:57.970,2s,George Churchwell,13,4
00:32:59.660,4s,George Churchwell,53,10
00:33:03.690,3s,George Churchwell,36,7
00:33:06.380,4s,George Churchwell,72,12
00:33:10.950,4s,George Churchwell,36,8
00:33:14.480,10s,George Churchwell,184,36
00:33:24.750,3s,George Churchwell,25,5
00:33:27.990,4s,David Mantica--Co-host!!!,83,16
00:33:32.120,0s,David Mantica--Co-host!!!,7,1
00:33:32.900,17s,David Mantica--Co-host!!!,245,48
00:33:49.720,9s,David Mantica--Co-host!!!,189,35
00:33:58.540,30s,Chris Knotts,376,71
00:34:28.310,2s,David Mantica--Co-host!!!,44,7
00:34:30.159,6s,Chris Knotts,77,16
00:34:36.589,2s,Chris Knotts,23,4
00:34:38.679,1s,David Mantica--Co-host!!!,11,3
00:34:40.170,29s,Chris Knotts,394,79
00:35:09.070,25s,Chris Knotts,362,67
00:35:34.030,26s,Chris Knotts,381,77
00:36:00.370,24s,Chris Knotts,329,67
00:36:24.390,10s,Chris Knotts,196,40
00:36:35.000,19s,Chris Knotts,348,67
00:36:54.940,25s,Chris Knotts,397,77
00:37:19.850,24s,Chris Knotts,390,72
00:37:43.830,25s,Chris Knotts,410,73
00:38:08.650,23s,Chris Knotts,372,71
00:38:31.415,10s,Chris Knotts,166,31
00:38:43.280,24s,Chris Knotts,377,69
00:39:07.930,11s,Chris Knotts,153,26
00:39:18.970,25s,Chris Knotts,355,61
00:39:43.860,15s,Chris Knotts,275,54
00:39:58.560,9s,Chris Knotts,115,22
00:40:07.870,28s,Chris Knotts,390,73
00:40:35.740,19s,Chris Knotts,308,59
00:40:55.560,16s,Chris Knotts,257,46
00:41:11.730,24s,Chris Knotts,393,81
00:41:35.880,26s,Chris Knotts,415,71
00:42:01.649,7s,Chris Knotts,103,19
00:42:08.780,25s,Chris Knotts,365,68
00:42:33.000,7s,Chris Knotts,137,25
00:42:40.190,24s,Chris Knotts,405,76
00:43:04.970,11s,Chris Knotts,144,23
00:43:15.560,7s,Chris Knotts,125,23
00:43:22.970,24s,Chris Knotts,392,71
00:43:46.960,16s,Chris Knotts,270,50
00:44:02.660,24s,Chris Knotts,387,77
00:44:26.860,21s,Chris Knotts,373,75
00:44:47.630,20s,Chris Knotts,320,57
00:45:07.390,24s,Chris Knotts,322,59
00:45:31.640,25s,Chris Knotts,437,88
00:45:56.380,28s,Chris Knotts,446,85
00:46:24.600,29s,Chris Knotts,528,108
00:46:54.159,24s,Chris Knotts,462,85
00:47:18.800,25s,Chris Knotts,474,88
00:47:43.260,12s,Chris Knotts,218,41
00:47:56.116,16s,Chris Knotts,272,57
00:48:12.410,25s,Chris Knotts,393,83
00:48:37.370,12s,Chris Knotts,186,38
00:48:49.360,25s,Chris Knotts,398,72
00:49:14.270,15s,Chris Knotts,220,43
00:49:29.080,23s,Chris Knotts,381,77
00:49:52.985,25s,Chris Knotts,398,73
00:50:17.390,3s,Chris Knotts,45,9
00:50:20.350,23s,Chris Knotts,363,78
00:50:43.860,25s,Chris Knotts,394,68
00:51:08.310,2s,Chris Knotts,36,7
00:51:10.460,24s,Chris Knotts,353,66
00:51:34.350,23s,Chris Knotts,386,73
00:51:57.980,9s,Chris Knotts,142,27
00:52:06.880,25s,Chris Knotts,370,68
00:52:31.250,23s,Chris Knotts,380,80
00:52:54.450,20s,Chris Knotts,417,84
00:53:14.790,20s,Chris Knotts,280,57
00:53:34.070,24s,Chris Knotts,282,51
00:53:58.500,28s,Chris Knotts,512,102
00:54:27.370,20s,Chris Knotts,307,54
00:54:47.940,27s,Chris Knotts,466,94
00:55:14.410,9s,Chris Knotts,171,35
00:55:23.280,24s,Chris Knotts,401,75
00:55:47.760,21s,Chris Knotts,321,68
00:56:08.730,24s,Chris Knotts,460,92
00:56:32.280,7s,Chris Knotts,76,16
00:56:39.537,4s,Chris Knotts,64,13
00:56:44.130,24s,Chris Knotts,304,56
00:57:08.954,14s,Chris Knotts,215,44
00:57:24.100,24s,Chris Knotts,447,76
00:57:48.650,10s,Chris Knotts,144,24
00:57:58.210,25s,Chris Knotts,342,63
00:58:23.190,10s,Chris Knotts,172,33
00:58:33.280,25s,Chris Knotts,415,83
00:58:58.180,16s,Chris Knotts,279,52
00:59:14.350,3s,David Mantica--Co-host!!!,65,14
00:59:17.680,1s,Chris Knotts,5,1
00:59:18.280,1s,David Mantica--Co-host!!!,23,3
00:59:20.530,7s,David Mantica--Co-host!!!,106,23
